easting,northing,site_name,tmp1517065980255
2612380.05495652,1269076.99250109,,261.6521
2612395.48030435,1269052.59643478,,262.3742
2612405.35773158,1269079.73444308,,262.6733
2612414.04379532,1269074.71954184,,262.7529
2612420.49082808,1269067.03626739,,262.9665
2612423.92122256,1269057.61133602,,262.8356
2612423.92122256,1269047.58153355,,262.7587
2612420.49082808,1269038.15660217,,262.7251
2612414.04379532,1269030.47332772,,262.5497
2612405.35773158,1269025.45842649,,262.4224
2612395.48030435,1269023.71676957,,254.7116
2612385.60287711,1269025.45842649,,254.9119
2612376.91681337,1269030.47332772,,255.1671
2612370.46978062,1269038.15660217,,255.0542
2612367.03938614,1269047.58153355,,255.3859
2612367.03938614,1269057.61133602,,256.0895
2612370.46978062,1269067.03626739,,257.108
2612376.91681337,1269074.71954184,,257.4089
2612385.60287711,1269079.73444308,,262.1685
2612395.48030435,1269081.4761,,262.5408
2612404.76204983,1269063.65798831,,262.5529
2612409.70076345,1269055.1038854,,262.5641
2612407.98556621,1269045.37651848,,262.5151
2612400.41901797,1269039.02743063,,262.5759
2612390.54159073,1269039.02743063,,255.4359
2612382.97504248,1269045.37651848,,256.0699
2612381.25984524,1269055.1038854,,256.5155
2612386.19855886,1269063.65798831,,262.013
2612395.48030435,1269067.03626739,,262.5122
2612410.90565217,1269041.09521739,,262.6054
2612420.95573713,1269068.70759886,,262.9665
2612429.79363351,1269063.60503701,,262.7966
2612436.35336059,1269055.7874587,,262.7203
2612439.84371846,1269046.19777925,,262.8188
2612439.84371846,1269035.99265553,,262.6673
2612436.35336059,1269026.40297609,,262.8165
2612429.79363351,1269018.58539778,,262.6425
2612420.95573713,1269013.48283592,,262.501
2612410.90565217,1269011.71073478,,262.4635
2612400.85556722,1269013.48283592,,259.9431
2612392.01767084,1269018.58539778,,254.3735
2612385.45794376,1269026.40297609,,254.9119
2612381.96758588,1269035.99265553,,255.5822
2612381.96758588,1269046.19777925,,256.0699
2612385.45794376,1269055.7874587,,261.2156
2612392.01767084,1269063.60503701,,262.5244
2612400.85556722,1269068.70759886,,262.5389
2612410.90565217,1269070.4797,,262.7529
2612420.34964284,1269052.3501272,,262.7545
2612425.37468532,1269043.64649832,,262.8477
2612423.62950638,1269033.74909674,,262.6821
2612415.93069465,1269027.28902665,,262.568
2612405.8806097,1269027.28902665,,262.4224
2612398.18179797,1269033.74909674,,262.2468
2612396.43661903,1269043.64649832,,262.651
2612401.46166151,1269052.3501272,,262.4496
2612410.90565217,1269055.7874587,,262.5919
2612426.331,1269029.594,,262.7191
2612436.53364899,1269057.62554771,,262.7203
2612445.50570793,1269052.44552706,,262.8835
2612452.16501411,1269044.509275,,262.8098
2612455.70835692,1269034.77402065,,262.831
2612455.70835692,1269024.41397935,,262.713
2612452.16501411,1269014.678725,,263.0808
2612445.50570793,1269006.74247294,,262.8701
2612436.53364899,1269001.56245229,,262.5492
2612426.331,1268999.76345,,262.3932
2612416.12835101,1269001.56245229,,262.4206
2612407.15629207,1269006.74247294,,262.2542
2612400.49698589,1269014.678725,,259.9431
2612396.95364308,1269024.41397935,,254.7116
2612396.95364308,1269034.77402065,,262.2468
2612400.49698589,1269044.509275,,262.4375
2612407.15629207,1269052.44552706,,262.5475
2612416.12835101,1269057.62554771,,262.6986
2612426.331,1269059.42455,,262.6213
2612435.91835397,1269041.01976353,,262.7826
2612441.01967846,1269032.18401032,,262.6409
2612439.24800705,1269022.1363625,,262.7785
2612431.43232449,1269015.57822615,,262.6719
2612421.22967551,1269015.57822615,,262.5658
2612413.41399295,1269022.1363625,,262.4788
2612411.64232154,1269032.18401032,,262.5497
2612416.74364603,1269041.01976353,,262.7045
2612426.331,1269044.509275,,262.8477
2612437.73368449,1269013.1832246,,262.6749
2612447.914581,1269041.15500786,,262.6801
2612456.86751113,1269035.98603123,,262.7815
2612463.51261939,1269028.0666996,,262.7108
2612467.04840764,1269018.35220122,,262.7351
2612467.04840764,1269008.01424798,,262.7935
2612463.51261939,1268998.2997496,,262.7445
2612456.86751113,1268990.38041796,,262.8694
2612447.914581,1268985.21144134,,262.5786
